emg1,emg2,emg3
1.373412,3.782991,0.923754
1.334311,3.367546,1.026393
1.417400,4.491691,1.129032
1.451613,4.486804,1.045943
1.456500,4.496579,1.065494
1.466276,4.496579,1.094819
1.446725,4.301075,0.972630
1.388074,3.587488,0.889541
1.422287,4.281525,1.256109
1.446725,4.301075,1.173021
1.373412,3.602151,0.738025
1.402737,4.046921,1.026393
1.363636,3.802542,0.801564
1.309873,3.000978,0.830890
1.304985,2.976540,0.855327
1.422287,4.086022,1.451613
1.471163,4.496579,1.334311
1.427175,3.929619,0.977517
1.368524,3.406647,1.026393
1.427175,4.227761,1.270772
1.212121,1.842620,0.630499
1.246334,2.697947,0.630499
1.182796,2.018573,0.733138
1.436950,4.491691,1.192571
1.485826,4.496579,1.295210
1.505376,4.496579,1.583578
1.500489,4.491691,1.114370
1.446725,3.851417,0.938416
1.490714,4.501466,0.948192
1.490714,4.491691,1.045943
1.407625,3.509286,0.850440
1.480938,4.496579,1.085044
1.490714,4.496579,1.207234
1.500489,4.496579,1.461388
1.505376,4.496579,1.466276
1.407625,3.440860,1.041056
1.221896,2.013685,0.669599
1.070381,0.835777,0.351906
1.026393,0.571848,0.268817
1.016618,0.645161,0.273705
1.001955,0.464321,0.263930
1.026393,0.742913,0.234604
1.075269,1.187683,0.478983
1.148583,1.612903,0.488759
1.085044,0.913978,0.273705
1.006843,0.420332,0.195503
0.982405,0.278592,0.166178
0.962854,0.185728,0.156403
0.967742,0.180841,0.156403
0.967742,0.171065,0.156403
0.967742,0.190616,0.175953
0.972630,0.175953,0.161290
0.992180,0.161290,0.161290
0.997067,0.151515,0.156403
0.987292,0.141740,0.156403
0.992180,0.136852,0.151515
0.992180,0.136852,0.151515
0.997067,0.136852,0.151515
0.997067,0.141740,0.151515
0.992180,0.136852,0.151515
0.987292,0.131965,0.151515
0.987292,0.131965,0.151515
0.977517,0.136852,0.151515
0.987292,0.136852,0.146628
0.977517,0.131965,0.151515
0.982405,0.131965,0.151515
0.987292,0.131965,0.141740
0.977517,0.131965,0.151515
0.977517,0.131965,0.151515
0.977517,0.136852,0.151515
0.977517,0.131965,0.151515
0.982405,0.131965,0.156403
0.987292,0.131965,0.146628
