emg1,emg2,emg3
1.197458,0.166178,0.185728
0.962854,0.166178,0.195503
1.368524,0.151515,0.180841
0.918866,0.161290,0.171065
1.050831,0.171065,0.161290
0.698925,0.195503,0.190616
0.874878,0.166178,0.175953
0.855327,0.171065,0.185728
0.967742,0.161290,0.185728
0.874878,0.166178,0.190616
0.987292,0.171065,0.200391
0.762463,0.166178,0.175953
0.703812,0.171065,0.161290
0.713587,0.195503,0.185728
1.173021,0.161290,0.166178
1.495601,0.166178,0.190616
1.246334,0.156403,0.171065
1.241447,0.166178,0.200391
0.860215,0.151515,0.195503
0.889541,0.161290,0.171065
0.674487,0.259042,0.180841
1.881720,0.195503,0.161290
1.735093,0.171065,0.185728
1.495601,0.161290,0.171065
1.231672,0.151515,0.185728
1.060606,0.161290,0.180841
0.933529,0.156403,0.185728
0.845552,0.175953,0.175953
0.654936,0.195503,0.195503
1.124145,0.166178,0.171065
1.114370,0.151515,0.156403
0.977517,0.146628,0.185728
1.241447,0.136852,0.185728
1.133920,0.156403,0.180841
0.806452,0.146628,0.166178
0.635386,0.175953,0.166178
0.488759,0.190616,0.185728
1.143695,0.156403,0.166178
1.280547,0.156403,0.166178
0.938416,0.156403,0.175953
0.879765,0.156403,0.171065
1.226784,0.156403,0.171065
0.752688,0.156403,0.171065
0.483871,0.171065,0.175953
0.596285,0.200391,0.175953
1.138807,0.156403,0.161290
1.036168,0.166178,0.190616
1.089932,0.166178,0.200391
1.173021,0.166178,0.175953
1.153470,0.146628,0.166178
1.295210,0.180841,0.161290
0.840665,0.166178,0.161290
1.212121,0.161290,0.156403
1.173021,0.161290,0.161290
1.173021,0.141740,0.161290
1.109482,0.146628,0.166178
1.578690,0.161290,0.175953
1.353861,0.161290,0.166178
0.811339,0.332356,1.016618
1.153470,0.361681,0.865103
0.909091,0.229717,0.400782
2.174976,0.180841,0.234604
3.347996,0.219941,0.190616
2.223851,0.175953,0.161290
1.177908,0.190616,0.268817
0.703812,0.679374,0.635386
1.129032,0.342131,0.557185
0.982405,0.215054,0.293255
2.174976,0.175953,0.205279
1.730205,0.166178,0.175953
2.463343,0.180841,0.166178
1.554252,0.166178,0.156403
1.231672,0.879765,0.757576
1.275660,0.762463,0.767351
1.441838,0.361681,0.376344
